"ID","中文名稱","英文名稱","等級","HP","種族","體型","屬性","經驗值","職業經驗值","防禦","魔防","100%命中(僅供參考)","95%迴避(僅供參考)","掉落物","出沒地"
"1077","毒魔菇","POISON_SPORE","28","583","植物","中","毒 1","642","161","40","8","246","219","(服飾)防毒面具(歸屬)(???%), 卡勒波迪藥水(0.25%), 毒魔菇卡片(0.01%), 毒魔菇芽孢(45.0%), 漁夫帽[1](0.1%), 綠色藥草(2.75%), 蒼蠅翅膀(5.0%), 藍色藥草(0.3%), 雙刃長戟[2](???%), 香菇芽孢(6.0%)","gef_d00_a(吉芬地下密穴1樓), gef_d00_b(吉芬地下密穴1樓), gef_d00_z(吉芬地下密穴1樓), gef_dun00(吉芬地下密穴1樓), mjolnir_06(妙勒尼山脈南區), prt_d03_a(地下水道3樓), prt_d03_b(地下水道3樓), prt_d03_z(地下水道3樓), prt_sewb3(地下水道3樓)"
"2705","雄壯毒魔菇","C2_POISON_SPORE","28","5,830","植物","中","毒 1","9630","2408","40","8","246","219","卡勒波迪藥水(1.25%), 毒魔菇卡片(0.05%), 毒魔菇芽孢(100.0%), 漁夫帽[1](0.5%), 綠色藥草(13.75%), 蒼蠅翅膀(25.0%), 藍色藥草(1.5%), 香菇芽孢(30.0%)","mjolnir_06(妙勒尼山脈南區)"
"1089","蛙王","TOAD","29","1,052","魚貝","中","水 1","3874","943","24","6","249","224","天使之吻[1](5.0%), 帝特立米藥水(0.5%), 紅蝶髮帶(0.25%), 蛙王卡片(0.01%), 蜂蜜(10.0%), 酒精(0.5%), 青綠寶石(5.0%)","cmd_fild03(基乃依沼澤地), gef_fild01(吉芬區域)"
"1054","瑪勒盜蟲","THIEF_BUG__","30","595","昆蟲","中","暗 1","","","40","20","269","235","強化武器金屬-級數二(0.2%), 昆蟲外殼(7.5%), 昆蟲觸角(27.5%), 武士刀[4](0.25%), 瑪勒盜蟲卡片(0.01%), 蒼蠅翅膀(5.0%), 雙手劍[3](0.05%), 青綠寶石(0.03%)","prt_d03_a(地下水道3樓), prt_d03_b(地下水道3樓), prt_d03_z(地下水道3樓), prt_d04_a(地下水道4樓), prt_d04_b(地下水道4樓), prt_d04_z(地下水道4樓), prt_sewb3(地下水道3樓), prt_sewb4(地下水道4樓)"
"1097","白蟻幼蟲","ANT_EGG","30","773","無形","小","無 3","722","183","68","45","237","220","傑勒比結晶(10.0%), 堅硬外殼(10.0%), 大駒短劍[3](3詞條)(1.0%), 強化武器金屬-級數一(1.6%), 粘稠液體(3.25%), 蟻卵卡片(0.01%), 鐵礦石(1.0%)","an_d01_a(螞蟻地獄密穴1樓), an_d01_b(螞蟻地獄密穴1樓), an_d01_z(螞蟻地獄密穴1樓), an_d02_a(螞蟻地獄密穴2樓), an_d02_b(螞蟻地獄密穴2樓), an_d02_z(螞蟻地獄密穴2樓), anthell01(螞蟻地獄密穴1樓), anthell02(螞蟻地獄密穴2樓), cmd_fild08(山特樂曼東區), cmd_fild09(山特樂曼南區)"
"1056","狸貓","SMOKIE","31","705","動物","小","地 1","423","","26","0","266","229","動物外皮(27.5%), 狸貓卡片(0.01%), 狸貓娃娃(0.01%), 蒼蠅翅膀(5.0%), 蕃薯(4.0%), 變身葉子(27.5%), 貓耳髮圈(0.01%), 雙刃短劍[3](1.0%), 青綠寶石(0.01%)","gef_f05_a(冷豔舞姬村), gef_f05_b(冷豔舞姬村), gef_f05_z(冷豔舞姬村), gef_fild05(冷豔舞姬村), maz_d01_a(迷宮森林1樓), maz_d01_b(迷宮森林1樓), maz_d01_z(迷宮森林1樓), mjolnir_06(妙勒尼山脈南區), prt_fild01(普隆德拉區域), prt_maze01(迷宮森林1樓)"
"1060","大腳熊","BIGFOOT","31","862","動物","大","地 1","517","103","60","7","235","213","(服飾)小熊帽(歸屬)(???%), 動物外皮(25.0%), 大腳熊卡片(0.01%), 橡木魔杖[3](2詞條)(???%), 熊掌(45.0%), 神之金屬原石(0.22%), 糞便帽(0.03%), 蒼蠅翅膀(5.0%), 蕃薯(7.5%), 蜂蜜(2.25%)","maz_d01_a(迷宮森林1樓), maz_d01_b(迷宮森林1樓), maz_d01_z(迷宮森林1樓), mjolnir_01(妙勒尼山脈北區), pay_fild07(斐揚森林), prt_maze01(迷宮森林1樓), prt_maze02(迷宮森林2樓)"
"2884","菁英大腳熊","C3_BIGFOOT","31","4,310","動物","大","地 1","7755","1545","60","7","235","213","動物外皮(100.0%), 大腳熊卡片(0.05%), 熊掌(100.0%), 神之金屬原石(1.1%), 糞便帽(0.15%), 蒼蠅翅膀(25.0%), 蕃薯(37.5%), 蜂蜜(11.25%)","pay_fild07(斐揚森林)"
"1031","波波利","POPORING","33","887","植物","中","毒 1","532","213","39","18","260","240","(服飾)波波利圍巾(歸屬)(???%), 加勒結晶(10.0%), 波波利卡片(0.1%), 笨拙短劍[4](0.2%), 粘稠液體(60.0%), 綠色藥草(10.0%), 葡萄(2.0%), 蒼蠅翅膀(5.0%), 蘋果(1.25%)","gef_d00_a(吉芬地下密穴1樓), gef_d00_b(吉芬地下密穴1樓), gef_d00_z(吉芬地下密穴1樓), gef_dun00(吉芬地下密穴1樓), gef_fild02(吉芬區域), maz_d01_a(迷宮森林1樓), maz_d01_b(迷宮森林1樓), maz_d01_z(迷宮森林1樓), maz_d03_a(迷宮森林3樓), maz_d03_b(迷宮森林3樓), maz_d03_z(迷宮森林3樓), mjolnir_02(妙勒尼山脈北區), moc_pryd01(金字塔1樓), moc_pryd02(金字塔2樓), pay_d00_a(斐揚洞穴1樓), pay_d00_b(斐揚洞穴1樓), pay_d00_z(斐揚洞穴1樓), pay_d02_a(斐揚洞穴3樓), pay_d02_b(斐揚洞穴3樓), pay_d02_z(斐揚洞穴3樓), pay_dun00(斐揚洞穴1樓), pay_dun02(斐揚洞穴3樓), pay_f04_a(蘇克拉特沙漠), pay_f04_b(蘇克拉特沙漠), pay_f04_z(蘇克拉特沙漠), pay_fild04(蘇克拉特沙漠), prt_fild03(普隆德拉區域), prt_fild10(普隆德拉區域), prt_maze01(迷宮森林1樓), prt_maze02(迷宮森林2樓), prt_maze03(迷宮森林3樓), pry_d01_a(金字塔1樓), pry_d01_b(金字塔1樓), pry_d01_z(金字塔1樓), pry_d02_a(金字塔2樓), pry_d02_b(金字塔2樓), pry_d02_z(金字塔2樓), xma_d01_a(玩具工廠倉庫), xma_d01_b(玩具工廠倉庫), xma_d01_z(玩具工廠倉庫), xmas_dun01(玩具工廠倉庫)"
"2703","狡猾波波利","C5_POPORING","33","4,435","植物","中","毒 1","12450","3198","39","18","260","240","加勒結晶(50.0%), 波波利卡片(0.5%), 笨拙短劍[4](1.0%), 粘稠液體(100.0%), 綠色藥草(50.0%), 葡萄(10.0%), 蒼蠅翅膀(25.0%), 蘋果(6.25%)","pay_f04_a(蘇克拉特沙漠), pay_f04_b(蘇克拉特沙漠), pay_f04_z(蘇克拉特沙漠), pay_fild04(蘇克拉特沙漠)"
"3816","強化冰波利","MD_MARIN","33","960","無形","小","水 1","","","10","10","257","229","冰凍術等級1(0.5%), 冰波利卡片(0.01%), 加勒結晶(16.0%), 波利帽(0.01%), 粘稠液體(7.5%), 糖果(1.75%), 蒼蠅翅膀(5.0%), 藍色藥草(0.38%)",""
"1028","邪骸士兵","SOLDIER_SKELETON","34","1,174","不死","中","不死 1","964","218","53","5","244","234","(服飾)劍士頭盔(歸屬)(???%), 大駒短劍[3](3詞條)(0.06%), 死人遺骨(27.5%), 神之金屬原石(0.3%), 紅色藥草(3.5%), 蒼蠅翅膀(5.0%), 邪骸士兵卡片(0.01%), 鋼鐵鎖子甲[1](0.01%), 雙刃短劍[3](0.25%), 騎兵之劍[3](2詞條)(???%)","moc_pryd02(金字塔2樓), pay_d01_a(斐揚洞穴2樓), pay_d01_b(斐揚洞穴2樓), pay_d01_z(斐揚洞穴2樓), pay_d02_a(斐揚洞穴3樓), pay_d02_b(斐揚洞穴3樓), pay_d02_z(斐揚洞穴3樓), pay_dun01(斐揚洞穴2樓), pay_dun02(斐揚洞穴3樓), pry_d02_a(金字塔2樓), pry_d02_b(金字塔2樓), pry_d02_z(金字塔2樓)"
"1068","海葵","HYDRA","34","1,123","植物","小","水 2","880","232","20","32","243","239","帝特立米藥水(0.1%), 強化武器金屬-級數二(0.13%), 海葵卡片(0.01%), 粘稠液體(7.5%), 肉(3.5%), 萬能藥(0.03%), 蒼蠅翅膀(5.0%), 觸鬚(27.5%)","bea_d02_a(北邊洞穴盧安達), bea_d02_b(北邊洞穴盧安達), bea_d02_z(北邊洞穴盧安達), bea_d03_a(東邊洞穴馬吾), bea_d03_b(東邊洞穴馬吾), bea_d03_z(東邊洞穴馬吾), beach_dun2(北邊洞穴盧安達), beach_dun3(東邊洞穴馬吾), iz_d00_a(海盜地洞密穴1樓), iz_d00_b(海盜地洞密穴1樓), iz_d00_z(海盜地洞密穴1樓), iz_d01_a(海盜地洞密穴2樓), iz_d01_b(海盜地洞密穴2樓), iz_d01_z(海盜地洞密穴2樓), iz_d02_a(海盜地洞密穴3樓), iz_d02_b(海盜地洞密穴3樓), iz_d02_z(海盜地洞密穴3樓), iz_d03_a(海盜地洞密穴4樓), iz_d03_b(海盜地洞密穴4樓), iz_d03_z(海盜地洞密穴4樓), iz_d04_a(海盜地洞密穴5樓), iz_d04_b(海盜地洞密穴5樓), iz_d04_z(海盜地洞密穴5樓), iz_dun00(海底洞穴1樓), iz_dun01(海底洞穴2樓), iz_dun02(海底洞穴3樓), iz_dun03(海底洞穴4樓), iz_dun04(海底洞穴5樓), pay_d02_a(斐揚洞穴3樓), pay_d02_b(斐揚洞穴3樓), pay_d02_z(斐揚洞穴3樓), pay_d03_a(斐揚洞穴4樓-廢村), pay_d03_b(斐揚洞穴4樓-廢村), pay_d03_z(斐揚洞穴4樓-廢村), pay_dun02(斐揚洞穴3樓), pay_dun03(斐揚洞穴4樓-廢村), tre_d01_a(失事輪1樓), tre_d01_b(失事輪1樓), tre_d01_z(失事輪1樓), tre_d02_a(失事輪2樓), tre_d02_b(失事輪2樓), tre_d02_z(失事輪2樓), treasure01(失事輪1樓), treasure02(失事輪2樓)"
"1093","藍瘋兔","ECLIPSE","34","1,168","動物","中","無 3","5778","1410","50","20","273","249","四葉幸運草(0.01%), 天使之守護[1](5.0%), 彩色紅蘿蔔(0.25%), 白寶石(6.0%), 粉紗髮圈(1.0%), 紅色藥草(40.0%), 藍瘋兔卡片(0.01%)","maz_d03_a(迷宮森林3樓), maz_d03_b(迷宮森林3樓), maz_d03_z(迷宮森林3樓), prt_fild02(普隆德拉區域), prt_maze03(迷宮森林3樓)"
"1105","兵蟻","DENIRO","34","897","昆蟲","小","地 1","946","233","52","16","253","232","(服飾)矮人鬍鬚(歸屬)(???%), 加勒結晶(15.0%), 圓柄馬刀[3](1.0%), 昆蟲外殼(45.0%), 火靈礦石(0.25%), 白蟻卡片(0.01%), 粘稠液體(6.0%), 蒼蠅翅膀(5.0%), 鋁原石(0.17%), 鐵礦石(2.25%)","an_d01_a(螞蟻地獄密穴1樓), an_d01_b(螞蟻地獄密穴1樓), an_d01_z(螞蟻地獄密穴1樓), an_d02_a(螞蟻地獄密穴2樓), an_d02_b(螞蟻地獄密穴2樓), an_d02_z(螞蟻地獄密穴2樓), anthell01(螞蟻地獄密穴1樓), anthell02(螞蟻地獄密穴2樓), cmd_fild08(山特樂曼東區), cmd_fild09(山特樂曼南區)"
"2648","菁英邪骸士兵","C3_SOLDIER_SKELETON","34","5,870","不死","中","不死 1","14460","3276","53","5","244","234","大駒短劍[3](3詞條)(0.3%), 死人遺骨(100.0%), 神之金屬原石(1.5%), 紅色藥草(17.5%), 蒼蠅翅膀(25.0%), 邪骸士兵卡片(0.05%), 鋼鐵鎖子甲[1](0.05%), 雙刃短劍[3](1.25%)","pay_d02_a(斐揚洞穴3樓), pay_d02_b(斐揚洞穴3樓), pay_d02_z(斐揚洞穴3樓), pay_dun02(斐揚洞穴3樓)"
"2649","憤怒邪骸士兵","C4_SOLDIER_SKELETON","34","5,870","不死","中","不死 1","14460","3276","53","5","247","234","大駒短劍[3](3詞條)(0.3%), 死人遺骨(100.0%), 神之金屬原石(1.5%), 紅色藥草(17.5%), 蒼蠅翅膀(25.0%), 邪骸士兵卡片(0.05%), 鋼鐵鎖子甲[1](0.05%), 雙刃短劍[3](1.25%)","pay_d01_a(斐揚洞穴2樓), pay_d01_b(斐揚洞穴2樓), pay_d01_z(斐揚洞穴2樓), pay_dun01(斐揚洞穴2樓)"
"2857","狡猾兵蟻","C5_DENIRO","34","4,485","昆蟲","小","地 1","14190","3500","52","16","253","232","加勒結晶(75.0%), 昆蟲外殼(100.0%), 火靈礦石(1.25%), 白蟻卡片(0.05%), 粘稠液體(30.0%), 蒼蠅翅膀(25.0%), 鋁原石(0.85%), 鐵礦石(11.25%)","an_d01_a(螞蟻地獄密穴1樓), an_d01_b(螞蟻地獄密穴1樓), an_d01_z(螞蟻地獄密穴1樓), anthell01(螞蟻地獄密穴1樓), cmd_fild08(山特樂曼東區)"
"3815","強化波利","MD_PORING","34","1,023","無形","小","地 1","","","10","12","258","230","傑勒比結晶(50.0%), 波利卡片(0.2%), 短劍[4](1.0%), 粘稠液體(4.0%), 蒼蠅翅膀(5.0%), 蘋果(1.5%), 蘋果(10.0%), 青澀蘋果(0.4%), 青蘋果(0.4%)",""
"1128","鍬形蟲","HORN","35","1,085","昆蟲","中","地 1","651","248","52","8","254","237","(服飾)花朵頭飾(歸屬)(???%), 地靈礦石(0.4%), 堅硬外殼(27.5%), 堅硬外皮(0.35%), 強化武器金屬-級數二(0.18%), 彎刃長矛[3](2詞條)(0.08%), 硬角(27.5%), 蒼蠅翅膀(5.0%), 鍬形蟲卡片(0.01%)","gef_fild02(吉芬區域), maz_d01_a(迷宮森林1樓), maz_d01_b(迷宮森林1樓), maz_d01_z(迷宮森林1樓), mjolnir_02(妙勒尼山脈北區), pay_fild09(斐揚森林), prt_fild03(普隆德拉區域), prt_fild10(普隆德拉區域), prt_maze01(迷宮森林1樓)"
"1160","工蟻","PIERE","35","977","昆蟲","小","地 1","996","248","57","16","257","237","(服飾)名人鬍鬚(歸屬)(???%), 加勒結晶(5.5%), 大駒短劍[3](3詞條)(1.0%), 昆蟲外殼(45.0%), 白蟻卡片(0.01%), 粘稠液體(3.0%), 蒼蠅翅膀(5.0%), 鋁原石(0.16%), 鏈錘[3](???%), 鐵礦石(2.0%), 風靈礦石(0.15%)","an_d01_a(螞蟻地獄密穴1樓), an_d01_b(螞蟻地獄密穴1樓), an_d01_z(螞蟻地獄密穴1樓), an_d02_a(螞蟻地獄密穴2樓), an_d02_b(螞蟻地獄密穴2樓), an_d02_z(螞蟻地獄密穴2樓), anthell01(螞蟻地獄密穴1樓), anthell02(螞蟻地獄密穴2樓), cmd_fild08(山特樂曼東區), cmd_fild09(山特樂曼南區)"
"1176","黑蟻","VITATA","35","756","昆蟲","小","地 1","","","44","12","247","227","地靈礦石(0.45%), 昆蟲外殼(25.0%), 神之金屬原石(0.13%), 蒼蠅翅膀(5.0%), 蜂膠(1.0%), 蜂蜜(1.75%), 雙刃短劍[3](1.0%), 雪勒結晶(1.0%), 黑蟻卡片(0.01%)","an_d01_a(螞蟻地獄密穴1樓), an_d01_b(螞蟻地獄密穴1樓), an_d01_z(螞蟻地獄密穴1樓), an_d02_a(螞蟻地獄密穴2樓), an_d02_b(螞蟻地獄密穴2樓), an_d02_z(螞蟻地獄密穴2樓), anthell01(螞蟻地獄密穴1樓), anthell02(螞蟻地獄密穴2樓)"
"2800","雄壯鍬形蟲","C2_HORN","35","10,850","昆蟲","中","地 1","14940","3715","52","8","254","237","地靈礦石(2.0%), 堅硬外殼(100.0%), 堅硬外皮(1.75%), 強化武器金屬-級數二(0.9%), 彎刃長矛[3](2詞條)(0.4%), 硬角(100.0%), 蒼蠅翅膀(25.0%), 鍬形蟲卡片(0.05%)","pay_fild09(斐揚森林)"
"3810","國王波利","MD_KING_PORING","35","140,000","無形","大","無 2","","","20","20","295","271","光澤傑勒比結晶(30.0%), 土波利果凍碎片(寶箱獎勵之一%), 天使波利果凍碎片(寶箱獎勵之一%), 巨大傑勒比結晶(30.0%), 惡魔波利果凍碎片(寶箱獎勵之一%), 果凍碎片箱子(寶箱獎勵之一%), 波利村大蔥(寶箱機率獲得%), 波利村紅蘿蔔(寶箱機率獲得%), 波利果凍碎片(寶箱獎勵之一%), 波波利果凍碎片(寶箱獎勵之一%), 白色藥草(30.0%), 綠色藥草(30.0%), 藍色藥草(30.0%), 黃色藥草(30.0%)",""
"3811","巨大黃金波利","MD_GOLDRING","35","72,118","無形","大","聖 1","","","10","10","283","258","光澤傑勒比結晶(30.0%), 黃寶石(0.1%), 黃色纖細藥水(0.1%), 黃色藥草(30.0%)",""
"3812","巨大萌萌波利","MD_AMERING","35","72,810","無形","大","毒 1","","","10","10","283","258","光澤傑勒比結晶(30.0%), 紅色藥草(30.0%), 紫寶石(0.1%), 藍色藥草(1.0%)",""
"3813","強化土波利","MD_DROPS","35","1,095","無形","小","火 1","","","10","10","259","231","傑勒比結晶(50.0%), 土波利卡片(0.25%), 手杖[4](0.8%), 濃縮柳橙汁(0.2%), 粘稠液體(6.0%), 蒼蠅翅膀(5.0%), 蘋果(10.0%), 蘋果(4.0%)",""
"1095","白蟻","ANDRE","36","1,063","昆蟲","小","地 1","1048","262","55","16","258","233","(服飾)白鬍鬚(歸屬)(???%), 亞爾特劍[3](???%), 加勒結晶(5.0%), 地靈礦石(0.25%), 昆蟲外殼(45.0%), 白蟻卡片(0.01%), 粘稠液體(2.5%), 蒼蠅翅膀(5.0%), 鋁原石(0.14%), 鐵礦石(1.75%)","an_d01_a(螞蟻地獄密穴1樓), an_d01_b(螞蟻地獄密穴1樓), an_d01_z(螞蟻地獄密穴1樓), an_d02_a(螞蟻地獄密穴2樓), an_d02_b(螞蟻地獄密穴2樓), an_d02_z(螞蟻地獄密穴2樓), anthell01(螞蟻地獄密穴1樓), anthell02(螞蟻地獄密穴2樓), cmd_fild08(山特樂曼東區), cmd_fild09(山特樂曼南區)"
"2902","雄壯白蟻","C2_ANDRE","36","7,240","昆蟲","小","地 1","","","55","16","258","233","加勒結晶(25.0%), 地靈礦石(1.25%), 昆蟲外殼(100.0%), 白蟻卡片(0.05%), 粘稠液體(12.5%), 蒼蠅翅膀(25.0%), 鋁原石(0.7%), 鐵礦石(8.75%)","an_d02_a(螞蟻地獄密穴2樓), an_d02_b(螞蟻地獄密穴2樓), an_d02_z(螞蟻地獄密穴2樓), anthell02(螞蟻地獄密穴2樓)"
"3814","強化波波利","MD_POPORING","36","1,167","無形","小","風 1","","","10","12","260","232","加勒結晶(10.0%), 波波利卡片(0.1%), 笨拙短劍[4](0.2%), 粘稠液體(50.0%), 綠色藥水(5.0%), 綠色藥草(10.0%), 葡萄(2.0%), 蒼蠅翅膀(5.0%)",""
"1033","長老樹精","ELDER_WILOW","37","1,088","植物","中","火 2","1054","278","45","0","251","236","(服飾)打折告示牌(歸屬)(???%), 枯木汁(45.0%), 枯樹枝(0.5%), 火箭術等級3(0.5%), 火靈礦石(0.25%), 蒼蠅翅膀(5.0%), 鋁原石(0.2%), 長老樹精卡片(0.01%), 雙刃長戟[2](???%)","gef_fild02(吉芬區域), mjolnir_02(妙勒尼山脈北區), pay_fild09(斐揚森林), prt_fild10(普隆德拉區域)"
"2839","迅捷長老樹精","C1_ELDER_WILOW","37","5,440","植物","中","火 2","15810","4163","45","0","251","236","枯木汁(100.0%), 枯樹枝(2.5%), 火箭術等級3(2.5%), 火靈礦石(1.25%), 蒼蠅翅膀(25.0%), 鋁原石(1.0%), 長老樹精卡片(0.05%)","prt_fild10(普隆德拉區域)"
"2840","雄壯長老樹精","C2_ELDER_WILOW","37","10,880","植物","中","火 2","15810","4163","45","0","251","236","枯木汁(100.0%), 枯樹枝(2.5%), 火箭術等級3(2.5%), 火靈礦石(1.25%), 蒼蠅翅膀(25.0%), 鋁原石(1.0%), 長老樹精卡片(0.05%)","mjolnir_02(妙勒尼山脈北區)"
"1034","達拉蛙","THARA_FROG","40","1,950","魚貝","中","水 2","1200","326","37","17","250","240","(服飾)青蛙雨衣(歸屬)(???%), 大紅寶石(0.03%), 強化武器金屬-級數二(0.23%), 白色藥草(0.15%), 突變蛙卡片(0.01%), 粘糊的蹼(10.0%), 蒼蠅翅膀(5.0%), 鏈錘[3](???%), 雪勒結晶(3.0%), 青蛙蛋(27.5%)","bea_d03_a(東邊洞穴馬吾), bea_d03_b(東邊洞穴馬吾), bea_d03_z(東邊洞穴馬吾), beach_dun3(東邊洞穴馬吾)"
"1161","漂浮蟲","PLANKTON","40","1,232","植物","小","水 3","","","28","28","295","249","加勒結晶(1.5%), 單細胞(45.0%), 漂浮蟲卡片(0.01%), 粘稠液體(3.5%), 蒼蠅翅膀(5.0%), 酒精(0.02%), 集中藥水(0.25%), 青苔(0.1%)","iz_d00_a(海盜地洞密穴1樓), iz_d00_b(海盜地洞密穴1樓), iz_d00_z(海盜地洞密穴1樓), iz_d01_a(海盜地洞密穴2樓), iz_d01_b(海盜地洞密穴2樓), iz_d01_z(海盜地洞密穴2樓), iz_dun00(海底洞穴1樓), iz_dun01(海底洞穴2樓)"
"1242","冰波利","MARIN","40","1,856","植物","中","水 2","1226","329","35","8","248","245","冰凍術等級1(0.5%), 冰波利卡片(0.01%), 加勒結晶(16.0%), 波利帽(0.01%), 粘稠液體(7.5%), 糖果(1.75%), 蒼蠅翅膀(5.0%), 藍色藥草(0.38%)","pay_f04_a(蘇克拉特沙漠), pay_f04_b(蘇克拉特沙漠), pay_f04_z(蘇克拉特沙漠), pay_fild04(蘇克拉特沙漠), xma_d01_a(玩具工廠倉庫), xma_d01_b(玩具工廠倉庫), xma_d01_z(玩具工廠倉庫), xma_f01_a(薑餅城區域), xma_f01_b(薑餅城區域), xma_f01_z(薑餅城區域), xmas_dun01(玩具工廠倉庫), xmas_fild01(薑餅城區域)"
"2635","狡猾突變蛙","C5_THARA_FROG","40","9,750","魚貝","中","水 2","18000","4894","37","17","250","240","大紅寶石(0.15%), 強化武器金屬-級數二(1.15%), 白色藥草(0.75%), 突變蛙卡片(0.05%), 粘糊的蹼(50.0%), 蒼蠅翅膀(25.0%), 雪勒結晶(15.0%), 青蛙蛋(100.0%)","bea_d03_a(東邊洞穴馬吾), bea_d03_b(東邊洞穴馬吾), bea_d03_z(東邊洞穴馬吾), beach_dun3(東邊洞穴馬吾)"
"2707","憤怒漂浮蟲","C4_PLANKTON","40","6,160","植物","小","水 3","","","28","28","310","249","加勒結晶(7.5%), 單細胞(100.0%), 漂浮蟲卡片(0.05%), 粘稠液體(17.5%), 蒼蠅翅膀(25.0%), 酒精(0.1%), 集中藥水(1.25%), 青苔(0.5%)","iz_d00_a(海盜地洞密穴1樓), iz_d00_b(海盜地洞密穴1樓), iz_d00_z(海盜地洞密穴1樓), iz_dun00(海底洞穴1樓)"
"1057","溜溜猴","YOYO","41","1,564","動物","小","地 1","938","347","40","0","254","233","(服飾)溜溜猴帽子(歸屬)(???%), 可可(4.5%), 圓柄馬刀[3](1.0%), 溜溜猴卡片(0.01%), 溜溜猴娃娃(0.05%), 猴子尾巴(45.0%), 神之金屬原石(0.12%), 蒼蠅翅膀(5.0%), 香蕉(7.5%)","maz_d01_a(迷宮森林1樓), maz_d01_b(迷宮森林1樓), maz_d01_z(迷宮森林1樓), mjolnir_02(妙勒尼山脈北區), prt_fild03(普隆德拉區域), prt_maze01(迷宮森林1樓)"
"1104","松鼠","COCO","41","1,564","動物","小","地 1","1352","347","37","0","256","252","(服飾)嘴叼蜜糖水果(歸屬)(???%), 動物外皮(12.5%), 松鼠卡片(0.01%), 橡實(45.0%), 毛(15.0%), 蒼蠅翅膀(5.0%), 蕃薯(2.5%), 輕便鞋[1](0.13%), 連帽披肩[1](0.1%)","gef_fild02(吉芬區域), gef_fild09(吉芬區域), maz_d01_a(迷宮森林1樓), maz_d01_b(迷宮森林1樓), maz_d01_z(迷宮森林1樓), pay_fild09(斐揚森林), prt_fild10(普隆德拉區域), prt_maze01(迷宮森林1樓)"
"2608","迅捷溜溜猴","C1_YOYO","41","7,820","動物","小","地 1","20280","5206","40","0","254","233","可可(22.5%), 溜溜猴卡片(0.05%), 溜溜猴娃娃(0.25%), 猴子尾巴(100.0%), 神之金屬原石(0.6%), 草莓(25.0%), 蒼蠅翅膀(25.0%), 香蕉(37.5%)","prt_fild03(普隆德拉區域)"
"2868","迅捷松鼠","C1_COCO","41","7,820","動物","小","地 1","20280","5206","37","0","256","252","動物外皮(62.5%), 松鼠卡片(0.05%), 橡實(100.0%), 毛(75.0%), 蒼蠅翅膀(25.0%), 蕃薯(12.5%), 輕便鞋[1](0.65%), 連帽披肩[1](0.5%)","gef_fild09(吉芬區域)"
"2869","雄壯松鼠","C2_COCO","41","15,640","動物","小","地 1","20280","5206","37","0","256","252","動物外皮(62.5%), 松鼠卡片(0.05%), 橡實(100.0%), 毛(75.0%), 蒼蠅翅膀(25.0%), 蕃薯(12.5%), 輕便鞋[1](0.65%), 連帽披肩[1](0.5%)","gef_fild02(吉芬區域)"
"1070","庫克雷","KUKRE","42","1,111","魚貝","小","水 1","","","33","23","276","250","(服飾)螃蟹鉗髮夾(歸屬)(???%), 加勒結晶(2.0%), 庫克雷卡片(0.01%), 昆蟲外殼(27.5%), 昆蟲觸角(2.25%), 水靈礦石(0.15%), 蒼蠅翅膀(5.0%), 變態蚯蚓(0.1%), 魔物飼料(2.5%)","iz_d00_a(海盜地洞密穴1樓), iz_d00_b(海盜地洞密穴1樓), iz_d00_z(海盜地洞密穴1樓), iz_d01_a(海盜地洞密穴2樓), iz_d01_b(海盜地洞密穴2樓), iz_d01_z(海盜地洞密穴2樓), iz_dun00(海底洞穴1樓), iz_dun01(海底洞穴2樓), tre_d01_a(失事輪1樓), tre_d01_b(失事輪1樓), tre_d01_z(失事輪1樓), tre_d02_a(失事輪2樓), tre_d02_b(失事輪2樓), tre_d02_z(失事輪2樓), treasure01(失事輪1樓), treasure02(失事輪2樓)"
"1121","基爾瑟","GIEARTH","42","1,118","惡魔","小","地 1","","","52","16","264","245","土靈原石(0.15%), 基爾瑟卡片(0.01%), 星星的粉末(0.5%), 無邊帽[1](0.05%), 煤礦(0.75%), 老妖精鬍鬚(27.5%), 蒼蠅翅膀(5.0%)","an_d02_a(螞蟻地獄密穴2樓), an_d02_b(螞蟻地獄密穴2樓), an_d02_z(螞蟻地獄密穴2樓), anthell02(螞蟻地獄密穴2樓), mjo_d02_a(妙勒尼 廢棄礦場2樓), mjo_d02_b(妙勒尼 廢棄礦場2樓), mjo_d02_z(妙勒尼 廢棄礦場2樓), mjo_d03_a(妙勒尼廢棄礦場3樓), mjo_d03_b(妙勒尼廢棄礦場3樓), mjo_d03_z(妙勒尼廢棄礦場3樓), mjo_dun02(妙勒尼 廢棄礦場2樓), mjo_dun03(妙勒尼廢棄礦場3樓)"
"1141","水母","MARINA","42","1,209","植物","小","水 2","","","20","19","272","246","(服飾)藍色魚(歸屬)(???%), 單細胞(25.0%), 水母卡片(0.01%), 水靈原石(0.01%), 水靈礦石(0.23%), 粘稠液體(7.5%), 蒼蠅翅膀(5.0%), 長槍[3](???%), 青嫩毒草(0.1%)","iz_d00_a(海盜地洞密穴1樓), iz_d00_b(海盜地洞密穴1樓), iz_d00_z(海盜地洞密穴1樓), iz_d01_a(海盜地洞密穴2樓), iz_d01_b(海盜地洞密穴2樓), iz_d01_z(海盜地洞密穴2樓), iz_dun00(海底洞穴1樓), iz_dun01(海底洞穴2樓)"
