"id","名稱","敘述","類別","子類別","攻擊","防禦","重量","買價","賣價"
"1767","影子箭矢","以影子形成的黑暗箭矢。","武器","箭矢","30","0","0.1","20","10"
"1768","睡眠箭矢","可讓目標陷入熟睡狀態的箭矢，有機率讓目標陷入睡眠。","武器","箭矢","1","0","0.1","20","10"
"1769","寧靜箭矢","有塗抹可讓嘴巴僵硬的毒箭矢，有機率讓目標陷入沉默。","武器","箭矢","1","0","0.1","20","10"
"1770","鐵箭矢","用鐵製成的箭矢，比一般箭矢還要強。","武器","箭矢","30","0","0.1","20","10"
"1771","毒刃","有塗抹毒液的短劍,投向敵人就會有中毒效果。","武器","投擲的短劍","30","0","0.5","20","10"
"1772","神聖箭矢","在具有破除邪惡氣息的金屬上加上聖水後，添加祝福並製作出來的箭矢。\n對惡魔型敵人傷害+5%。","武器","箭矢","50","0","0.1","20","10"
"1801","虎爪拳套","被打一拳的瞬間就像被老虎咬了一樣致命傷的爪子。","武器","拳套","30","0","40","20","10"
"1803","鋼鐵拳套","保護從手腕到手指的拳頭保護帶。","武器","拳套","50","0","45","20","10"
"1805","賀勒拳套","在遙遠的東方小部落使用的拳頭保護帶。","武器","拳套","65","0","45","20","10"
"1807","昇龍拳套","在手背部分用堅硬手套覆蓋，有著保護拳頭和提高傷害保護帶。","武器","拳套","115","0","65","20","10"
"1809","龍爪拳套","不只是單純的揍人，還具備刮傷或割傷能力的可怕爪子","武器","拳套","86","0","50","20","10"
"1811","鷹爪拳套","每根手指上都有刀刃形態的保護帶，帶著這個來喝茶的話是有難度的。","武器","拳套","97","0","50","20","10"
"1815","卡崙的指甲","使用卡崙的指甲製成的拳套。一直都沾有血跡。\nMHP-2%。\n物理攻擊時，以低機率讓使敵人出血。","武器","拳套","152","0","55","20","10"
"1849","奧丁東正教會鋼鐵拳套","奧丁東正教會所授予的鋼鐵拳套。","武器","拳套","115","0","0","20","10"
"1856","華麗演出拳套","小丑攜帶的華麗道具之一，七彩奪目的配色隱藏著危險殺機。\nSTR+2、六合拳傷害+10%。\n精煉度每+1，六合拳傷害再+1%。\n精煉度每+2，攻擊速度增加（攻擊後延遲減少）1%。\n精煉+7時，連環全身掌傷害+15%。\n精煉+9時，猛龍誇強傷害+15%。","武器","拳套","90","0","40","20","10"
"1859","下級公會員昇龍拳套","「※WOE-FE戰區追加屬性」\n對玩家的物理傷害+25%。\n忽視玩家的物理防禦力5%\n精煉每+1時，對玩家的物理傷害再+1%。\n精煉+7以上時，忽視玩家的防禦力5%。\n精煉+9以上時，對玩家的物理傷害再+15%，\n精煉+10以上，[阿修羅霸凰拳]的固定詠唱-30%、[爆氣]使用時，20秒內ATK+30，每精煉+1，ATK額外增加。","武器","拳套","40","0","30","20","10"
"1949","吟遊詩人公會小提琴","吟遊詩人公會所授予的樂器。","武器","樂器","135","0","0","20","10"
"1964","秘鞭 眷戀","鞭身上的鐵球提升破壞力，是深具殺傷性的鞭子，被擊中時應該會皮開肉綻\nCRI + 5.\nFLEE + 10.\n完全迴避+2","武器","鞭子","135","0","70","20","10"
"1969","利刃之鞭","使用鋼絲把破碎的刀刃串在一起製成鞭子的形態，擊中目標時的手感堪稱一絕。幾乎和劍是一樣的形態。\n攻擊時，以3%機率讓敵人呈現出血狀態。","武器","鞭子","140","0","120","20","10"
"1970","女王的鞭子","以高度的攻擊力為傲的鞭子。禁止危險的想像。\n纏箭投擲技能的攻擊力增加10%。","武器","鞭子","150","0","110","20","10"
"1971","電線","釋放出電力的鞭子。注意千萬別觸電！","武器","鞭子","110","0","70","20","10"
"2049","藍焰彩杖","解開了火魔巫師和冰魔巫師使用過的手杖封印所製成的雙手法杖\n裝有水屬性、火屬性魔法的結晶體。\nMSP+150、INT+5\n水、火魔法傷害+5%、魔法攻擊時，以一定機率7秒內變動詠唱-30%。\n精煉+7以上時，水、火魔法傷害額外+10%。\n精煉+9以上時，水、火魔法傷害額外+10%、變動詠唱-5%。\nMATK + 230","武器","雙手杖","45","0","130","20","10"
"2050","巫師公會魔杖","吉芬巫師公會上所授予的雙手法杖。\n無法破壞。\nMATK + 165","武器","雙手法杖","70","0","0","20","10"
"2052","下級公會員毀滅魔杖","無法破壞。\n「※WOE-FE戰區追加屬性」\n對玩家造成的魔法傷害+15%。\n忽視玩家的魔法防禦力10%。\n精煉每+1時，對玩家造成的魔法傷害再+1%。\n精煉每+1時，隕石術、暴風雪傷害+3%、MHP-2%。\n精煉每+2時，MATK+5。\n精煉+7以上時，額外忽視玩家的魔法防禦力10%。\n精煉+9以上時，對玩家造成的魔法傷害再+5%。\nMATK + 180","武器","雙手法杖","70","0","80","20","10"
"2109","謊言紀錄本","魔法師使用的魔法書，那種程度的體積與厚度充分能當作盾牌使用。\nINT + 1\nMDEF + 2","防具","盾牌","0","25","100","20","10"
"2116","天使之保護","負責超級初學者的天使之盾牌, 蘊含著除惡的神聖力量。\n遭受惡魔型的傷害-5%。","防具","盾牌","0","30","40","10000","5000"
"2199","圓盾","想要知道的話,會受傷的物品","其他","-","0","0","0","14000","7000"
"2201","太陽眼鏡","黑色的眼鏡,可用來阻擋太陽用或當做時髦的裝飾品用。\n對黑暗的攻擊,可-5% 的傷害度。","防具","頭中","0","0","10","20","10"
"2203","眼鏡","用玻璃壓縮做成的眼鏡,配帶這眼鏡的人,都是視力不太好的人。","防具","頭中","0","0","10","20","10"
"2205","泳鏡","在街上攜帶這眼鏡的話,會引起他人注目。","防具","頭中","0","0","10","3500","10"
"2206","婚禮頭紗","結婚時女性戴在頭上的物品，男性使用時應該會被誤會。\nMDEF+5","防具","頭上","0","0","10","20","10"
"2207","花朵頭飾","用來插在頭上當裝飾的花。\n無法精煉\n受到植物型怪的攻擊時, 可-10% 的傷害度。","防具","頭上","0","0","10","20","10"
"2208","紫蝶髮帶","用布條做成的蝴蝶髮帶,主要是給女性使用。\nMDEF+3。","防具","頭上","0","1","10","800","400"
"2209","紫蝶髮帶","用布條做成的蝴蝶髮帶,主要是給女性使用。\nMDEF+3。","防具","頭上","0","1","10","800","400"
"2210","髮箍","為了長髮族群固定頭髮時, 所使用的髮圈。\n無法精煉","防具","頭上","0","2","10","20","10"
"2211","方頭巾","為了女性洗臉時, 固定頭髮所使用的頭巾。","防具","頭上","0","2","10","20","10"
"2212","獨眼龍眼罩","當眼睛受傷時為了保護眼睛,覆蓋在眼睛上的眼罩。","防具","頭中","0","0","10","20","10"
"2213","貓耳髮圈","貓耳模樣的髮圈。","防具","頭上","0","3","10","20","10"
"2214","兔耳髮圈","髮圈上有模仿兔耳朵製成的裝飾，雖然很難維持重心，但出乎意外也相當具有活動性。\nLUK + 2","防具","頭上","0","3","10","20","10"
"2215","花髮圈","模仿花瓣製成的髮圈，呈現一股柔和感，被稱為是服務他人的女僕的基本配備。","防具","頭上","0","4","10","20","10"
"2216","聖職之帽","戴上去會有權威感,象徵聖職者的帽子。","防具","頭上","0","8","10","20","10"
"2217","聖職之帽","戴上後看起來很嚴謹，是象徵神職人員的帽子。","防具","頭上","0","8","10","20","10"
"2218","口罩","當感冒或保暖時, 所戴的口罩。\n對沉默的攻擊,可-10% 的傷害度。","防具","頭下","0","0","10","20","10"
"2220","漁夫帽","可以遮蔽陽光的寬鬆帽子。","防具","頭上","0","2","20","1000","500"
"2221","漁夫帽","可以遮蔽陽光的寬鬆帽子。","防具","頭上","0","2","20","1000","500"
"2225","防風皮革眼鏡","戴上看起來像是操控飛機時使用的巨大眼鏡的帽子，可保護雙眼不受到強烈的風影響。","防具","頭上、中","0","5","30","20","10"
"2226","無邊帽","簡單的設計,有著活動性和使用性的帽子。","防具","頭上","0","7","40","12000","6000"
"2227","無邊帽","雖然設計簡單，但活動性與實用性都相當優秀的帽子","防具","頭上","0","7","40","12000","6000"
"2228","金屬頭盔","以堅硬的金屬製成的頭盔。","防具","頭上","0","13","60","20","10"
"2229","金屬頭盔","使用堅硬金屬製成的頭盔，雖具備高度的防禦力，但稍有不慎的話，很可能會扭到脖子。","防具","頭上","0","13","60","20","10"
"2230","寶石頭盔","鑲有寶石的頭盔。\nMDEF+3。","防具","頭上","0","8","50","20","10"
"2231","寶石頭盔","鑲有寶石的頭盔。\nMDEF+3。","防具","頭上","0","8","50","20","10"
"2232","頭箍","戴在頭上的環型髮箍。\nMDEF+3。","防具","頭上","0","6","30","20","10"
"2233","頭箍","鑲嵌小寶石製成的頭部環狀飾品，和髮箍不一樣，男性裝備後可能會被誤會。\nMDEF+3","防具","頭上","0","6","30","20","10"
"2234","后冠","鑲嵌有某個王妃使用過的寶石的頭飾，使用時魔法的清晰感會包覆整個頭部，讓思緒變得更清晰。\nINT + 2","防具","頭上","0","7","40","20","10"
"2235","王冠","聽說是某個國王配備的王冠，讓裝備者的頭部變得相當清爽，施加有讓裝備者精神力變得更堅硬的魔法。\nINT + 2","防具","頭上","0","7","40","20","10"
"2239","單眼眼鏡","只能蓋住一邊眼睛的眼鏡,比起實用性來說,人們大多將它視為裝飾用的時髦物品。","防具","頭中","0","0","10","20","10"
"2241","白鬍鬚","佩帶的時候,會有忠厚感覺的鬍鬚。","防具","頭下","0","0","10","20","10"
"2242","高級太陽眼鏡","比一般太陽眼鏡品質還要高級的特製品。在阻擋太陽光方面效能也更為顯著。\n黑暗抗性+10%","防具","頭中","0","2","10","20","10"
"2243","旋轉眼鏡","使用時眼前可以看到不斷旋轉的圖案之神奇眼鏡。\n旋轉眼鏡\n戴上這種眼鏡會讓人產生暈眩的感覺,事實上在別人眼中看來這跟其他一般眼鏡沒有甚麼兩樣。\n黑暗抗性+15%","防具","頭中","0","1","10","20","10"
"2244","紅蝶髮帶","光是體積就讓人相當厭煩的巨大緞帶，女性配戴時會更加強調可愛與美麗，但男性配戴時…讓人無言以對。\nMDEF+3","防具","頭上","0","3","20","15000","7500"
"2245","紳士帽","紳士們戴著的穩重帽子。展現中年的甜蜜與柔和的品性，因此而命名。","防具","頭上","0","5","40","15000","7500"
"2246","黃金帽","使用黃金製成的頭部保護器具，因為主原料是黃金，外觀上很美麗，而且看起來很帥氣。不過，因為是高價物品，取得上也比較困難。\n無法破壞","防具","頭上","0","9","90","20","10"
"2247","回憶帽","年老者戴的帽子,可以讓人回想起年少時期的歡樂時光。","防具","頭上","0","5","40","15000","7500"
"2248","牛仔帽","呈現西部風味的牛仔風帽子。","防具","頭上","0","5","40","15000","7500"
"2250","粉紗髮圈","用來固定頭髮的髮圈,上面有一個小蝴蝶結為重點。\n無法精煉\nMSP+20","防具","頭上","0","2","10","500","250"
"2251","神聖之帽","高階聖職者使用的帽子，外觀呈現低扁的狀態，出乎意外簡便，同時保證穿戴後的活動性很高。\nMDEF+3","防具","頭上","0","10","10","20","10"
"2252","魔法帽","裝備時，裝備者的精神力會達到最大值，提升使用魔法的次數，是一種神祕的帽子，但活動性…讓人根本就不想談論…\nMSP + 100","防具","頭上","0","7","30","20","10"
"2253","向日葵頭飾","可掛在頭上裝飾的大型向日葵帽子，雖然看起來不太美觀，但能非常有效吸引視線。\n無法精煉\n對昆蟲型的抗性+10%","防具","頭上","0","1","10","20","10"
"2254","天使髮圈","收集天使羽毛黏在髮圈上製成美麗的羽翼狀帽子，柔軟的羽毛觸感讓心情變愉快，不知不覺動作就會變輕盈。\nAGI+1、LUK+1、MDEF+3\n惡魔型敵人造成的傷害減少3%","防具","頭上","0","4","10","20","10"
"2255","惡魔髮圈","模仿惡魔背上的翅膀製成的髮圈，裝備時會因為某種力量而覺得自己變強大了。\nSTR+1，MDEF+2\n天使型敵人造成的傷害減少3%","防具","頭上","0","6","10","20","10"
"2256","山羊頭盔","像山羊角的頭盔，戴上帽子的瞬間，使用者會成為眾所矚目的焦點，同時也會感到自豪。含有強烈的宗教意義。\nSTR + 1","防具","頭上","0","9","80","20","10"
"2257","獸角頭飾","純白色的角,尾端不但不尖銳,還相當的圓滑。","防具","頭上","0","4","10","20","10"
"2258","尖角髮圈","有兩個尖角的頭飾，一股未知的力量讓它擁有高度的防禦力，是一種充滿神祕的髮圈。","防具","頭上","0","12","100","20","10"
"2259","竹蜻蜓髮圈","總覺得戴上此一帽子會瞬間飛到天空中","防具","頭上","0","2","10","20","10"
"2262","小丑鼻子","小丑戴在鼻子上的飾品。","防具","頭下","0","0","10","20","10"
"2263","時髦眼罩","時髦的眼罩。","防具","頭中","0","0","10","20","10"
"2264","殭屍帽","怪物殭屍戴過的帽子, 帽子前面貼著符咒, 後面綁著辮子。\n無法精煉\n受到不死型怪物的攻擊時, 傷害-10%","防具","頭上、中、下","0","5","30","20","10"
"2265","侍衛口罩","面具上畫有強烈的X標誌。不知為何集體示威時，想要貫徹自身的要求事項時應該會經常使用。\n沉默抗性+15%","防具","頭下","0","0","10","20","10"
"2266","金屬口罩","堅硬金屬製成的口罩，瞬間會讓人產生以為自己變成「自動娃娃Z」的錯覺。","防具","頭下","0","4","30","20","10"
"2267","香菸","植物曬乾後使用紙張包裝，點火後吸入菸。這就叫做吸菸，據說吸菸會導致各種疾病。自古以來未成年者是絕對不能抽菸的！\n對昆蟲型的抗性+3%","防具","頭下","0","0","10","20","10"
"2268","煙斗","把香菸放進長長的菸斗中供人使用。這就叫做吸菸，據說吸菸會導致各種疾病。自古以來未成年者是絕對不能抽菸的！\n昆蟲型敵人造成的傷害減少3%","防具","頭下","0","0","10","20","10"
"2269","花葉","小小的花葉,含在嘴裡會讓人有幸福浪漫的感覺。\n對植物型的抗性+3%","防具","頭下","0","0","10","20","10"
"2270","草葉","草葉,含在嘴裡時, 會隨著風飄蕩,有到處流浪的感覺。\n對植物型的抗性+3%","防具","頭下","0","0","10","20","10"
"2271","眼鏡頭飾","戴在頭上讓自己顯得更時髦為訴求,所製作而成的眼鏡。\n無法精煉","防具","頭上","0","1","10","20","10"
"2272","停止標誌頭飾","上面寫著STOP的標誌板。","防具","頭上","0","1","40","20","10"
"2273","醫師髮箍","醫師們戴在頭上的髮飾，圓形的金屬部分絕對不會發射光線\nINT+1","防具","頭上","0","5","10","20","10"
"2274","亡者髮箍","東方小島國戴在亡者頭上的物品，貼有小三角形布塊的髮箍。\nAGI+2\n對念屬性攻擊的抗性+15%","防具","頭上","0","0","10","20","10"
"2275","頭巾","可防止陽光照射,擁有相當好的隔熱能力。用通風材料做成的頭巾。","防具","頭上","0","4","10","20","10"
"2276","大眼睛眼鏡","外觀上有睜大眼睛模樣的眼鏡。","防具","頭中","0","2","10","20","10"
"2277","護士帽","據說主要是給照顧和服侍病人的人使用的帽子，紅色的十字架賦予一股神聖感。\nINT+1","防具","頭上","0","4","10","20","10"
"2278","笑臉面具","笑得非常開心的面具。戴上這類的面具，無法知道面具底下露出何種表情。","防具","頭中、下","0","1","10","20","10"
"2279","火線頭飾","戴上後周圍的人不知為何開始紛紛避開，是為了有社交恐懼症的人製作的傳說中的帽子。據說和異性見面時如果戴上此一帽子，就會立刻被對方趕走。\n無法精煉","防具","頭上","0","2","10","20","10"
"2280","草帽","使用蘆葦和竹子編織成的帽子，主要是遮雨和遮太陽時會使用。偶爾會聽說東方的某個國家有人戴著此一帽子寫詩，並且去全國各地旅遊。\nAGI+1","防具","頭上","0","4","30","20","10"
"2281","舞會面具","帶的時候可隱藏自己的身份,可通過秘密管道購買。給人一種相當神秘的感覺。","防具","頭中、下","0","2","20","20","10"
"2282","光環","亡者前往天國時頭上出現的光環,配帶時並不會有隱匿的效果。\n無法精煉\n對聖屬性的抗性+15%","防具","頭上","0","0","10","20","10"
"2283","耳罩","保護耳朵不受到噪音或寒冷影響，就算戴上後會覺得不舒服，但戴上後至少能阻擋隔壁的打呼聲，保證能有舒適的睡眠環境。\n詛咒抗性+10%","防具","頭上","0","4","20","20","10"
"2284","鹿角頭飾","模仿巨大的鹿角製成的帽子，似乎擁有超乎預期的高度防禦力。","防具","頭上","0","8","50","20","10"
"2285","蘋果頭飾","據說那蘋果是古代某位神射手在相當遠的距離下所射中的蘋果。\nDEX+3。","防具","頭上","0","1","20","20","10"
"2287","海盜頭巾","有象徵海盜骷髏頭的圖案,會賦予佩帶此頭巾的人勇猛的力量。\nSTR+1。","防具","頭上","0","4","10","20","10"
"2288","整人面具","外觀怪異的面具。看起來非常痛苦的樣子。似乎是惡作劇嚇唬他人時使用的物品。","防具","頭中、下","0","1","10","20","10"
"2289","糞便帽","動物的屎或大便等的,說起來會比較不文雅, 因此統稱糞便。\n無法精煉\n受到玩家型、人類型的攻擊時, 傷害-10%","防具","頭上","0","0","70","20","10"
"2291","蝴蝶假面","把皮革當材料製成蝴蝶形狀的黑色面具，注視時會有一股奇妙感是無法避免的。\n對玩家型、人類型的物理攻擊力+3%。","防具","頭中","0","0","10","20","10"
"2292","鋼鐵面具","使用鋼鐵製成的面具。完全不考慮姿態或品味，就只為了實用而製作。任何火花、寒氣、衝擊下都能保護臉部。\n對火屬性攻擊的抗性+10%","防具","頭中、下","0","2","30","20","10"
"2293","戲劇頭盔","戲劇用的小工具，似乎是為了裝扮成頭上插著刀的死人而製成的道具。平常使用時應該也會有人嚇一跳吧…","防具","頭上","0","1","10","20","10"
"2294","星星髮夾","星星形狀的小巧可愛髮夾，可以盡情展現活潑感","防具","頭上","0","1","10","20","10"
"2296","望遠鏡","利用壓縮的玻璃就能讓遠處的物體看起來就像在近處一樣，是一個相當神奇的眼鏡。\nDEX+1","防具","頭中","0","2","10","20","10"
"2297","哥布靈面具","哥布靈族戴的假面,帶的時候會被人指指點點。","防具","頭中、下","0","1","10","20","10"
"2298","觸角頭飾","昆蟲草綠色的觸鬚,配帶時會感覺到如蝗蟲跳躍。\n無法精煉","防具","頭上","0","3","10","20","10"
"2299","獸人頭盔","獸人族的頭盔。獸人製作頭盔的方式非常原始。","防具","頭上","0","9","50","20","10"
"2301","棉襯衫","純棉製成的衣服,穿著時非常舒服的衣物。","防具","鎧甲","0","10","10","10","5"
"2302","棉襯衫","純棉製成的衣服。","防具","鎧甲","0","10","10","10","5"
"2318","秘衣 美德","衣服上瀰漫的氣質可讓裝備者的品味更上一層樓\nINT+ 1，MDEF+ 5","防具","鎧甲","0","59","250","20","10"
"2319","秘衣 惡德","穿上後會讓人忍不住回頭看一眼，是一種會吸引目光的服飾。因為閃閃發光，吸引目光的能力相當卓越。\nMDEF + 5\n攻擊時，以3%的機率對敵人施加黑暗。","防具","鎧甲","0","58","250","20","10"
"2320","西裝外套","兼具活動性與帥氣的男性西裝","防具","鎧甲","0","40","30","20","10"
"2327","天衣 月舞","充滿神聖力的服飾，能讓裝備者的信仰堅定不移，無論面對何種情況都能擁有堅強的意志。\nMDEF + 5\n對惡魔型怪物的抗性15%\n對暗屬性攻擊的抗性10%","防具","鎧甲","0","57","170","20","10"
"2334","魔法外套","蘊含古代魔道學精髓的服裝，裝備後會有一股清爽感，進而提升專注力，讓使用者能輕易集中精神。\nMDEF+ 5，INT+ 1","防具","鎧甲","0","40","60","20","10"
"2337","忍服 血櫻","來自東邊島國的服裝，不僅能讓裝備者的能力倍增，穿起來也很輕便。\nAGI+1，MDEF+3","防具","鎧甲","0","58","150","20","10"
"2338","結婚禮服","結婚時女性穿的白色長禮服，就算說幾乎所有女性都夢想能穿上此一禮服也不為過。\nMDEF+15","防具","鎧甲","0","10","50","20","10"
"2339","三角褲","三角形的下衣似乎沾到了什麼，泛著黃色的污漬。有傳聞說如果穿上它外出，就會被送去某個地方。","防具","鎧甲","0","22","10","20","10"
"2355","天使之守護","負責超級初學者的天使之外袍, 舒適地包覆全身的感覺一級棒!\nMDEF+20\n_\n搭配天使的加護、天使的降臨、天使的保護、天使的溫氣、天使之吻 時,\nMHP+900, MSP+100, 受物理攻擊時有較低機率會對自己施放聖母之祈福Lv.1。","防具","鎧甲","0","25","60","10000","5000"
"2393","新手專用冒險衣","專為旅行家所訂製的多功能衣服；\n無法精煉","防具","鎧甲","0","45","0","20","10"
"2407","玻璃鞋","使用玻璃製成的鞋子。完全沒有考慮活動性與實用性，極度追求美麗的鞋子\nLUK+5，MDEF+10","防具","鞋子","0","5","10","20","10"
"2408","腳鍊","為了防止囚犯或奴隸輕易逃跑，綁在腳踝上的工具。兩個腳踝間有鐵鍊連在一起，同時有沉重的鐵球，行動上受到相當程度的限制。","防具","鞋子","0","18","300","20","10"
"2409","抗魔鞋","鞋子前面的部分像是刀一樣尖銳，好像不太方便穿出門。\nMDEF + 5","防具","鞋子","0","10","60","20","10"
"2420","天使之降臨","負責超級初學者的天使之便鞋, 穿上便鞋跳躍時感覺會飛上天去。\nMHP+100","防具","鞋子","0","8","30","10000","5000"
"2521","天使之溫暖","負責超級初學者的天使的針織衫。披上後會變溫暖，就算露宿街頭應該也不會感冒吧。\nHP自然恢復量+5%。","防具","披肩","0","6","40","10000","5000"
"2522","襯衫","輕盈的純棉組成的防具。和三角褲一起裝備時，輕盈到感覺快要飛起來了。\nMDEF+1。\n和三角褲一起裝備時，可使Agi+ 5、FLEE+ 10。","防具","披肩","0","5","15","20000","10"
"2584","邪骸浪人魔的外衣","邪骸浪人身上所套的上衣。採用不會妨礙快速移動的設計。\nAGI + 2，完全迴避 + 1。","防具","披肩","0","20","50","20","10"
"2601","力量戒指","據說戒指中蘊含能提升裝備者力量的神秘魔力。\nSTR+2","防具","飾品","0","0","10","20","10"
"2602","智力耳環","戴在耳朵的瞬間，一股清晰明亮的感覺纏繞全身，讓自己維持清晰的神智，是一個神祕的耳環。\nINT+2","防具","飾品","0","0","10","20","10"
"2603","體力項鏈","戴在脖子上時，全身瀰漫著一股充實感，讓人在不自覺中變強，是一個神祕的項鍊。\nVIT+2","防具","飾品","0","0","10","20","10"
"2604","防禦手套","配戴時可展現細膩操作的手套\nDEX+2","防具","飾品","0","0","10","20","10"
"2605","敏捷別針","用來裝飾衣物的布料，讓活潑感昇華的裝飾品。\nAGI+2","防具","飾品","0","0","10","20","10"
"2607","髮夾","仔細觀察飾品時，會看見能插入物品的洞口。\nMSP+10","防具","飾品","0","0","10","30000","15000"
"2608","幸運珠鏈","受到神的祝福,造型為十字形且非常漂亮的項鍊。\nLUK+2 , MDEF+5。","防具","飾品","0","0","10","20","10"
"2609","骷髏戒指","骷髏頭模樣的戒指,內部刻有 '死後也將永遠。'的字樣在上面。","防具","飾品","0","0","10","10000","5000"
"2611","銀戒指","銀製的戒指，不同於黃金，清新明亮的銀灰色充分能吸引他人的目光。","防具","飾品","0","0","10","20","10"
"2612","花戒指","花邊戒指,淳樸的鄉下姑娘的收集品。","防具","飾品","0","0","10","20","10"
"2613","鑽石戒指","鑲有鑽石的高級戒指。","防具","飾品","0","0","10","20","10"
"2615","防禦戒指","一種會發揮魔法力量來保護穿戴者，並能幫他減少那個傷害的魔法戒指。\nDEF+ 5，MDEF+ 5","防具","飾品","0","5","10","20","10"
"2617","智慧手套","祭祀長或神官進行祭祀時使用的手套，據說手套中蘊含他們的知識。\nINT+1","防具","飾品","0","1","10","20","10"
"2618","黑狐頸鏈","怪物黑狐身上的項鍊，黑狐的動作之所以會如此迅速，是因為此一項鍊的關係。\nAGI+1","防具","飾品","0","1","10","20","10"
"2619","神射手套","為了方便拉弓弦戴在手上的布塊，遠距離物理傷害+3%。","防具","飾品","0","0","10","20","10"
"2627","皮帶","攜在腰上的皮帶\n裝載 : 全職業","防具","飾品","0","0","120","20","10"
"2628","初學者手鐲","初學者所裝備的手鐲\n裝載 : 初學者","防具","飾品","0","0","20","20","10"
"2671","神射手套","為了方便拉弓弦戴在手上的布塊，遠距離武器物理傷害+3%。","防具","飾品","0","0","10","20","10"
"2904","Naqsi","ABCDEFG!!","其他","-","0","0","0","20","10"
"2913","大盜手銬","僅銬住大盜的特製拘留手銬。非常堅固，當然無法破壞，也不能精煉！\nATK + 5。\n和犯人服一起裝備時，犯人服每精煉+1，ATK+2。\n和腳鍊一起裝備時，腳鍊每精煉+1，ATK+1。","防具","飾品","0","0","240","20","10"
"4001","波利卡片","LUK+2。\n完全迴避+1。","卡片","鎧甲","0","0","1","20","10"
"4002","綠棉蟲卡片","VIT+1。\nMHP+100","卡片","武器","0","0","1","20","10"
"4003","蟲蛹卡片","MHP+700","卡片","鎧甲","0","0","1","20","10"
"4004","土波利卡片","DEX+1。\n命中率+3。","卡片","武器","0","0","1","20","10"
"4006","瘋兔卡片","LUK+1。\nCRI+1。\n完全迴避+1。","卡片","武器","0","0","1","20","10"
"4007","大嘴鳥蛋卡片","對無形敵人的物理攻擊力+20%","卡片","武器","0","0","1","20","10"
"4008","小雞卡片","STR+1。\nATK+10。","卡片","鎧甲","0","0","1","20","10"
"4009","蒼蠅卡片","AGI+1。\n迴避率+2。","卡片","鞋子","0","0","1","20","10"
"4010","樹精卡片","MSP+80","卡片","頭具","0","0","1","20","10"
"4011","蛋殼小雞卡片","VIT+1\nMHP+100","卡片","鎧甲","0","0","1","20","10"
"4012","盜蟲卵卡片","MHP+400。","卡片","盾牌","0","0","1","20","10"
"4013","蟻卵卡片","MHP+5%。","卡片","盾牌","0","0","1","20","10"
"4014","羅達蛙卡片","MHP+400。\nMSP+50。","卡片","鎧甲","0","0","1","20","10"
"4015","禿鷹卡片","迴避率+10。","卡片","披肩","0","0","1","20","10"
"4016","盜蟲卡片","AGI+1。","卡片","鎧甲","0","0","1","20","10"
"4017","小野豬卡片","物理攻擊時,有5%的機率使敵人陷入暈眩狀態。","卡片","武器","0","0","1","20","10"
"4019","蜂兵卡片","STR+1。\nATK+3。","卡片","武器","0","0","1","20","10"
"4020","吸血蝙蝠卡片","攻擊敵人時,有5%的機率使敵人陷入黑暗狀態。\nATK+5。","卡片","武器","0","0","1","20","10"
"4021","搖滾蝗蟲卡片","DEX+1。\nATK+5。","卡片","鎧甲","0","0","1","20","10"
"4022","魔菇卡片","VIT+2。","卡片","飾品","0","0","1","20","10"
"4023","沙漠幼狼卡片","INT+1","卡片","鎧甲","0","0","1","20","10"
"4024","漂浮蟲卡片","攻擊敵人時,有5%的機率使敵人陷入沉睡狀態。\nATK+5。","卡片","武器","0","0","1","20","10"
"4025","邪骸戰士卡片","攻擊敵人時,有2%的機率使敵人陷入暈眩狀態。\nATK+10。","卡片","武器","0","0","1","20","10"
"4026","浮勒盜蟲卡片","AGI+1。\n迴避+1。","卡片","武器","0","0","1","20","10"
"4027","庫克雷卡片","AGI+2。","卡片","飾品","0","0","1","20","10"
"4028","白鼠卡片","STR+2。","卡片","飾品","0","0","1","20","10"
"4029","狼卡片","ATK+15\nCRI+1。","卡片","武器","0","0","1","20","10"
"4030","曼陀蘿魔花卡片","對風屬性敵人的物理傷害+20%","卡片","武器","0","0","1","20","10"
"4031","大嘴鳥卡片","MHP+10%。","卡片","鎧甲","0","0","1","20","10"
"4032","蝸牛卡片","DEF+2。","卡片","盾牌","0","0","1","20","10"
"4033","波波利卡片","可使用[解毒]Lv.1技能。","卡片","飾品","0","0","1","20","10"
"4034","森靈卡片","DEX+2。","卡片","飾品","0","0","1","20","10"
"4035","海葵卡片","對玩家型、人類型的物理攻擊力+20%。","卡片","武器","0","0","1","20","10"
"4036","摩卡卡片","HP恢復力+10%。","卡片","飾品","0","0","1","20","10"
"4037","青蛇卡片","攻擊敵人時,有5%的機率使敵人中毒。\nATK+5。","卡片","武器","0","0","1","20","10"
"4038","腐屍卡片","HP恢復力+20%。","卡片","鞋子","0","0","1","20","10"
"4039","瓢蟲卡片","沉默抗性+20%。\nDEF+1。","卡片","頭具","0","0","1","20","10"
"4040","克瑞米卡片","可使用[瞬間移動]Lv.1技能。","卡片","飾品","0","0","1","20","10"
"4041","松鼠卡片","睡眠抗性+20%\nDEF+1。","卡片","頭具","0","0","1","20","10"
"4042","綠蒼蠅卡片","DEF+2。\n對風屬性攻擊的抗性+10%。","卡片","鎧甲","0","0","1","20","10"
"4043","白蟻卡片","ATK+20。","卡片","武器","0","0","1","20","10"
